ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PPG,IH,CG,PSM,PSG,CAND_IND1,CAND_IND2,CAND_IND4,CAND_IND5,CAND_IND7,CAND_IND8,CAND_IND9,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,TOTAL_CALCULADO,FLAG_CALIDAD,OBSERVACIONES
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2180,C,1,0,C01,57,80,0,12,5,25,24,1,0,0,3,1,0,5,,,,,,,,0,0,0,0,,22.0,235,453,22.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2181,B,1,0,B,42,26,8,9,38,1,8,23,1,1,8,14,1,0,,,,,,,,0,0,0,0,,18.0,198,443,18.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2182,B,1,0,B,75,66,19,27,3,11,49,48,4,24,1,1,2,0,,,,,,,,1,0,0,0,,11.0,342,575,11.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2182,C,1,0,C01,104,69,28,19,2,17,31,40,3,30,6,1,5,0,,,,,,,,0,0,0,0,,17.0,372,575,17.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2183,B,1,0,B,50,21,5,23,3,5,20,26,3,19,2,1,7,0,,,,,,,,2,0,0,0,,10.0,199,349,10.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2183,E,1,0,E01,81,56,8,7,1,12,43,49,2,74,8,2,10,0,,,,,,,,1,1,0,1,,7.0,366,585,8.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2184,B,1,0,B,55,82,6,25,19,5,18,47,0,34,0,10,1,0,,,,,,,,2,1,0,0,,14.0,319,505,14.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2185,B,1,0,B,55,40,0,9,29,4,34,16,2,4,0,3,0,0,,,,,,,,3,0,0,1,,9.0,209,398,10.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2186,B,1,0,B,25,10,4,3,9,1,5,24,1,3,0,4,0,0,,,,,,,,1,0,0,0,,13.0,103,150,13.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2187,B,1,0,B,35,14,2,4,15,1,6,10,2,8,18,2,0,0,,,,,,,,1,0,0,0,,4.0,122,187,4.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2188,B,1,0,B,31,17,10,1,2,1,6,6,0,4,0,4,0,0,,,,,,,,2,0,0,0,,0.0,84,121,0.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2189,B,1,0,B,35,8,13,3,2,1,6,8,0,9,0,2,0,0,,,,,,,,0,0,1,0,,6.0,94,145,6.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2190,B,1,0,B,21,32,3,17,0,0,11,8,0,7,0,22,0,0,,,,,,,,0,0,0,1,,5.0,132,212,6.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2191,B,1,0,B,73,63,15,7,10,1,13,58,4,39,1,25,0,0,,,,,,,,0,1,0,1,,10.0,321,602,11.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2192,B,1,0,B,14,28,16,20,17,2,17,43,1,52,4,8,0,0,,,,,,,,1,0,0,0,,16.0,239,360,16.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2193,B,1,0,B,126,66,11,12,6,7,47,72,1,33,4,7,0,0,,,,,,,,1,3,0,2,,21.0,421,670,23.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2194,B,1,0,B,160,24,3,5,14,1,98,27,1,14,0,3,1,0,,,,,,,,3,0,0,0,,16.0,371,525,16.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2195,B,1,0,B,83,100,24,11,5,18,70,79,0,28,9,25,6,0,,,,,,,,4,1,2,0,,21.0,487,729,21.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2195,C,1,0,C01,77,102,8,21,3,12,73,75,6,26,3,15,5,0,,,,,,,,3,1,3,0,,18.0,451,729,18.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2196,B,1,0,B,41,77,8,9,1,6,109,52,1,38,2,11,0,0,,,,,,,,2,0,0,1,,15.0,374,577,16.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2196,C,1,0,C01,47,91,8,9,3,6,89,26,3,34,8,6,3,0,,,,,,,,0,0,0,0,,15.0,352,577,15.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2197,B,1,0,B,60,35,32,5,4,5,83,29,1,12,1,8,0,0,,,,,,,,1,1,0,1,,20.0,300,508,21.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2198,B,1,0,B,63,49,5,16,0,4,78,50,4,48,3,3,0,0,,,,,,,,0,0,0,2,,15.0,340,532,17.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2199,B,1,0,B,53,92,45,24,6,1,32,33,3,34,16,8,1,0,,,,,,,,0,0,0,0,,23.0,374,542,23.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2200,B,1,0,B,37,45,14,3,5,1,23,48,4,30,0,7,0,1,,,,,,,,0,0,0,0,,14.0,234,335,14.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2201,B,1,0,B,133,147,18,9,7,2,23,29,5,30,1,21,0,1,,,,,,,,1,0,0,0,,9.0,438,741,9.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2202,B,1,0,B,17,30,1,3,0,7,3,11,7,0,0,0,0,0,,,,,,,,1,0,2,0,,1.0,84,107,1.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2203,B,1,0,B,85,74,22,2,8,2,6,33,2,18,0,15,0,0,,,,,,,,0,1,0,0,,24.0,292,611,24.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2203,C,1,0,C01,99,84,45,7,11,1,6,44,4,13,0,21,0,0,,,,,,,,0,0,1,1,,15.0,354,611,16.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2204,B,1,0,B,33,87,8,10,13,2,4,53,0,7,26,2,0,0,,,,,,,,1,1,0,0,,10.0,258,497,10.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2205,B,1,0,B,75,91,15,15,7,9,15,81,2,20,1,19,1,1,,,,,,,,1,1,0,3,,25.0,385,611,28.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2205,C,1,0,C01,103,66,27,19,2,7,12,100,7,21,1,11,0,0,,,,,,,,4,2,0,1,,18.0,401,611,19.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2206,B,1,0,B,126,82,10,3,5,2,15,52,2,6,0,8,1,0,,,,,,,,3,0,0,0,,15.0,332,505,15.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2206,C,1,0,C01,99,65,7,10,3,6,17,35,1,11,0,29,0,0,,,,,,,,2,0,1,0,,17.0,304,504,17.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2207,B,1,0,B,134,122,71,3,6,3,31,71,1,2,12,1,0,0,,,,,,,,3,0,0,1,,25.0,488,689,26.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2207,C,1,0,C01,115,104,15,9,6,0,44,47,3,24,1,7,1,1,,,,,,,,2,1,0,2,,18.0,402,688,20.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2208,B,1,0,B,18,122,30,34,2,24,34,41,3,7,1,6,0,0,,,,,,,,1,1,1,2,,35.0,372,591,37.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2208,C,1,0,C01,26,153,38,46,7,25,12,36,1,2,3,0,2,0,,,,,,,,0,0,0,0,,28.0,379,591,28.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2209,B,1,0,B,25,90,27,13,8,48,13,31,4,4,1,4,1,1,,,,,,,,5,3,3,0,,34.0,323,522,34.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2209,C,1,0,C01,23,96,25,13,6,37,12,24,3,1,1,4,0,0,,,,,,,,2,2,1,1,,39.0,296,521,40.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2210,B,1,0,B,17,120,33,8,8,41,5,13,2,2,0,0,1,0,,,,,,,,3,1,0,4,,22.0,286,432,26.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2210,C,1,0,C01,21,125,22,11,4,44,5,14,2,2,0,6,0,0,,,,,,,,3,0,1,0,,32.0,298,431,32.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2211,B,1,0,B,66,77,65,4,3,3,12,45,1,4,1,0,2,0,,,,,,,,6,3,0,0,,15.0,309,540,15.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2212,B,1,0,B,32,44,5,2,2,0,4,33,1,2,0,0,0,0,,,,,,,,0,0,0,0,,4.0,130,270,4.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2213,B,1,0,B,31,77,13,9,2,5,6,30,1,6,0,0,0,0,,,,,,,,1,0,0,0,,11.0,192,400,11.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2213,C,1,0,C01,30,53,7,9,3,0,7,30,0,1,0,3,0,0,,,,,,,,2,2,0,0,,17.0,168,400,17.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2214,B,1,0,B,8,33,2,1,1,3,3,4,0,0,5,8,0,0,,,,,,,,1,0,1,0,,4.0,78,119,4.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2215,B,1,0,B,94,77,18,5,13,1,7,40,2,4,0,0,0,0,,,,,,,,1,1,0,0,,20.0,285,589,20.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2216,B,1,0,B,38,44,13,0,1,0,1,11,0,2,0,0,0,0,,,,,,,,2,1,1,0,,11.0,125,296,11.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2217,B,1,0,B,47,74,5,3,6,2,2,24,1,5,0,0,0,0,,,,,,,,2,0,0,1,,11.0,185,431,12.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2218,B,1,0,B,44,58,6,1,11,3,4,58,0,1,10,1,0,0,,,,,,,,1,0,1,1,,3.0,205,420,4.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2219,B,1,0,B,48,32,74,0,0,4,2,25,4,1,0,1,0,0,,,,,,,,0,3,0,0,,18.0,214,368,18.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2220,B,1,0,B,15,97,3,4,1,2,1,8,2,0,0,0,0,0,,,,,,,,0,0,0,0,,2.0,136,304,2.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2221,B,1,0,B,46,41,4,2,4,0,5,13,0,1,1,0,0,0,,,,,,,,0,0,0,0,,11.0,128,283,11.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2222,B,1,0,B,117,64,24,18,12,19,27,48,1,22,2,3,2,0,,,,,,,,3,0,1,0,,13.0,378,628,13.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
12,GUERRERO,21,TAXCO DE ALARCON,56,TAXCO DE ALARCON,2222,C,1,0,C01,110,53,29,24,2,14,51,54,4,30,1,1,0,0,,,,,,,,2,2,0,0,,15.0,393,627,15.0,CASILLA_ESPECIAL,Casilla especial (B/C/E) corregida
